,air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,hp
1872,1.95,45.79,0.7,25.21,2063.0,62.92,3.15,30
1873,1.96,45.88,0.7,25.3,2070.0,63.0,3.15,30
1874,1.46,39.39,0.7,18.96,1551.0,57.23,2.86,30
1875,1.62,41.39,0.7,20.91,1711.0,59.01,2.95,30
1876,2.1,47.76,0.7,27.15,2221.0,64.68,3.23,30
1877,1.14,35.09,0.7,14.75,1207.0,53.41,2.67,30
1878,2.55,53.8,0.7,33.05,2704.0,70.04,3.5,30
1879,2.72,56.05,0.7,35.25,2884.0,72.04,3.6,30
1880,3.25,63.03,0.7,42.07,3442.0,78.24,3.91,30
1881,3.06,60.44,0.7,39.54,3235.0,75.94,3.8,30
1882,2.72,55.98,0.7,35.18,2878.0,71.98,3.6,30
1883,1.95,45.84,0.7,25.26,2067.0,62.97,3.15,30
1884,2.21,49.31,0.7,28.66,2345.0,66.06,3.3,30
1885,3.03,60.16,0.7,39.27,3213.0,75.7,3.79,30
1886,2.92,58.6,0.7,37.74,3088.0,74.31,3.72,30
1887,1.83,44.16,0.7,23.63,1933.0,61.48,3.07,30
1888,3.13,61.44,0.7,40.52,3315.0,76.83,3.84,30
1889,1.27,36.78,0.7,16.4,1342.0,54.91,2.75,30
1890,1.16,35.33,0.7,14.98,1226.0,53.62,2.68,30
1891,2.97,59.36,0.7,38.49,3149.0,74.99,3.75,30
1892,3.13,61.36,0.7,40.44,3309.0,76.77,3.84,30
1893,2.83,57.45,0.7,36.62,2996.0,73.29,3.66,30
1894,2.7,55.76,0.7,34.97,2861.0,71.79,3.59,30
1895,3.09,60.86,0.7,39.95,3269.0,76.32,3.82,30
1896,1.99,46.34,0.7,25.75,2107.0,63.41,3.17,30
1897,3.23,62.8,0.7,41.85,3424.0,78.04,3.9,30
1898,1.22,36.19,0.7,15.83,1295.0,54.39,2.72,30
1899,1.99,46.28,0.7,25.69,2102.0,63.36,3.17,30
1900,1.48,39.63,0.7,19.19,1570.0,57.44,2.87,30
1901,1.49,39.78,0.7,19.34,1582.0,57.58,2.88,30
1902,2.2,49.11,0.7,28.47,2329.0,65.88,3.29,30
1903,3.09,60.93,0.7,40.02,3274.0,76.38,3.82,30
1904,2.91,58.45,0.7,37.6,3076.0,74.18,3.71,30
1905,2.42,52.05,0.7,31.34,2564.0,68.49,3.42,30
1906,1.14,35.1,0.7,14.76,1208.0,53.42,2.67,30
1907,2.36,51.21,0.7,30.52,2497.0,67.74,3.39,30
1908,1.28,36.94,0.7,16.56,1355.0,55.06,2.75,30
1909,1.84,44.34,0.7,23.8,1947.0,61.63,3.08,30
1910,2.25,49.78,0.7,29.11,2382.0,66.47,3.32,30
1911,1.6,41.15,0.7,20.68,1692.0,58.8,2.94,30
1912,1.38,38.3,0.7,17.89,1464.0,56.27,2.81,30
1913,2.99,59.61,0.7,38.73,3169.0,75.21,3.76,30
1914,1.81,43.9,0.7,23.37,1912.0,61.24,3.06,30
1915,1.7,42.49,0.7,21.99,1799.0,59.99,3.0,30
1916,2.81,57.21,0.7,36.39,2977.0,73.08,3.65,30
1917,3.33,64.04,0.7,43.06,3523.0,79.14,3.96,30
1918,1.86,44.63,0.7,24.08,1970.0,61.89,3.09,30
1919,2.67,55.34,0.7,34.55,2827.0,71.41,3.57,30
1920,1.2,35.9,0.7,15.55,1272.0,54.13,2.71,30
1921,2.09,47.64,0.7,27.02,2211.0,64.57,3.23,30
1922,2.71,55.81,0.7,35.02,2865.0,71.83,3.59,30
1923,2.55,53.8,0.7,33.05,2704.0,70.04,3.5,30
1924,3.23,62.79,0.7,41.84,3423.0,78.03,3.9,30
1925,1.45,39.16,0.7,18.74,1533.0,57.03,2.85,30
1926,1.76,43.26,0.7,22.75,1861.0,60.68,3.03,30
1927,2.38,51.45,0.7,30.75,2516.0,67.96,3.4,30
1928,2.71,55.81,0.7,35.02,2865.0,71.83,3.59,30
1929,1.84,44.39,0.7,23.85,1951.0,61.68,3.08,30
1930,1.69,42.36,0.7,21.87,1789.0,59.88,2.99,30
1931,2.51,53.28,0.7,32.54,2662.0,69.58,3.48,30
1932,1.29,37.05,0.7,16.67,1364.0,55.16,2.76,30
1933,1.78,43.6,0.7,23.08,1888.0,60.98,3.05,30
1934,2.77,56.7,0.7,35.88,2936.0,72.62,3.63,30
1935,2.87,57.99,0.7,37.14,3039.0,73.77,3.69,30
1936,2.56,53.89,0.7,33.13,2711.0,70.12,3.51,30
1937,1.35,37.83,0.7,17.43,1426.0,55.84,2.79,30
1938,1.94,45.71,0.7,25.14,2057.0,62.86,3.14,30
1939,2.55,53.76,0.7,33.01,2701.0,70.01,3.5,30
1940,2.6,54.4,0.7,33.64,2752.0,70.58,3.53,30
1941,2.98,59.43,0.7,38.55,3154.0,75.04,3.75,30
1942,3.02,59.94,0.7,39.05,3195.0,75.5,3.78,30
1943,3.05,60.4,0.7,39.5,3232.0,75.91,3.8,30
1944,1.38,38.28,0.7,17.87,1462.0,56.24,2.81,30
1945,2.29,50.33,0.7,29.65,2426.0,66.96,3.35,30
1946,1.79,43.65,0.7,23.12,1892.0,61.02,3.05,30
1947,1.84,44.4,0.7,23.86,1952.0,61.69,3.08,30
1948,2.2,49.08,0.7,28.43,2326.0,65.84,3.29,30
1949,1.88,44.94,0.7,24.38,1995.0,62.17,3.11,30
1950,2.37,51.34,0.7,30.64,2507.0,67.86,3.39,30
1951,2.43,52.18,0.7,31.46,2574.0,68.6,3.43,30
1952,2.52,53.36,0.7,32.62,2669.0,69.66,3.48,30
1953,1.48,39.64,0.7,19.2,1571.0,57.46,2.87,30
1954,2.52,53.4,0.7,32.66,2672.0,69.69,3.48,30
1955,1.17,35.55,0.7,15.2,1244.0,53.82,2.69,30
1956,3.14,61.56,0.7,40.64,3325.0,76.94,3.85,30
1957,2.19,48.99,0.7,28.34,2319.0,65.77,3.29,30
1958,2.98,59.41,0.7,38.54,3153.0,75.03,3.75,30
1959,1.16,35.35,0.7,15.01,1228.0,53.64,2.68,30
1960,2.23,49.53,0.7,28.87,2362.0,66.24,3.31,30
1961,2.87,57.93,0.7,37.08,3034.0,73.71,3.69,30
1962,3.03,60.1,0.7,39.21,3208.0,75.64,3.78,30
1963,1.85,44.49,0.7,23.94,1959.0,61.77,3.09,30
1964,1.54,40.34,0.7,19.89,1627.0,58.08,2.9,30
1965,3.07,60.61,0.7,39.71,3249.0,76.1,3.81,30
1966,2.85,57.71,0.7,36.87,3017.0,73.52,3.68,30
1967,1.6,41.13,0.7,20.66,1690.0,58.78,2.94,30
1968,3.08,60.76,0.7,39.86,3261.0,76.23,3.81,30
1969,1.86,44.68,0.7,24.13,1974.0,61.93,3.1,30
1970,3.25,62.99,0.7,42.03,3439.0,78.21,3.91,30
1971,2.03,46.93,0.7,26.33,2154.0,63.93,3.2,30
1972,2.99,59.53,0.7,38.65,3162.0,75.13,3.76,30
1973,2.29,50.36,0.7,29.69,2429.0,66.99,3.35,30
1974,1.62,41.4,0.7,20.92,1712.0,59.02,2.95,30
1975,1.16,35.39,0.7,15.05,1231.0,53.68,2.68,30
1976,2.78,56.75,0.7,35.93,2940.0,72.67,3.63,30
1977,2.23,49.48,0.7,28.82,2358.0,66.2,3.31,30
1978,2.63,54.86,0.7,34.09,2789.0,70.99,3.55,30
1979,2.44,52.33,0.7,31.61,2586.0,68.73,3.44,30
1980,2.5,53.09,0.7,32.35,2647.0,69.41,3.47,30
1981,2.98,59.49,0.7,38.61,3159.0,75.1,3.76,30
1982,2.47,52.63,0.7,31.9,2610.0,69.0,3.45,30
1983,3.11,61.1,0.7,40.19,3288.0,76.53,3.83,30
1984,3.13,61.38,0.7,40.46,3310.0,76.78,3.84,30
1985,1.18,35.6,0.7,15.25,1248.0,53.87,2.69,30
1986,1.15,35.21,0.7,14.87,1217.0,53.52,2.68,30
1987,3.29,63.49,0.7,42.52,3479.0,78.66,3.93,30
1988,2.35,51.05,0.7,30.36,2484.0,67.6,3.38,30
1989,3.25,63.04,0.7,42.08,3443.0,78.26,3.91,30
1990,3.36,64.44,0.7,43.45,3555.0,79.5,3.98,30
1991,3.33,64.01,0.7,43.03,3521.0,79.12,3.96,30
1992,2.57,53.95,0.7,33.2,2716.0,70.18,3.51,30
1993,1.68,42.21,0.7,21.72,1777.0,59.74,2.99,30
1994,3.04,60.26,0.7,39.37,3221.0,75.79,3.79,30
1995,2.17,48.75,0.7,28.11,2300.0,65.56,3.28,30
1996,3.3,63.7,0.7,42.73,3496.0,78.84,3.94,30
1997,1.95,45.83,0.7,25.25,2066.0,62.96,3.15,30
1998,2.63,54.79,0.7,34.01,2783.0,70.92,3.55,30
1999,2.19,48.96,0.7,28.32,2317.0,65.74,3.29,30
2000,1.56,40.7,0.7,20.24,1656.0,58.4,2.92,30
2001,2.22,49.43,0.7,28.77,2354.0,66.16,3.31,30
2002,3.27,63.25,0.7,42.29,3460.0,78.44,3.92,30
2003,2.97,59.28,0.7,38.4,3142.0,74.91,3.75,30
2004,1.51,39.93,0.7,19.48,1594.0,57.71,2.89,30
2005,2.8,57.06,0.7,36.24,2965.0,72.94,3.65,30
2006,1.63,41.51,0.7,21.03,1721.0,59.12,2.96,30
2007,2.64,54.89,0.7,34.11,2791.0,71.01,3.55,30
2008,3.23,62.8,0.7,41.85,3424.0,78.04,3.9,30
2009,3.12,61.28,0.7,40.36,3302.0,76.69,3.83,30
2010,1.54,40.43,0.7,19.97,1634.0,58.16,2.91,30
2011,2.47,52.73,0.7,32.0,2618.0,69.09,3.45,30
2012,2.21,49.19,0.7,28.54,2335.0,65.94,3.3,30
2013,1.15,35.24,0.7,14.9,1219.0,53.54,2.68,30
2014,1.73,42.91,0.7,22.4,1833.0,60.37,3.02,30
2015,1.35,37.93,0.7,17.53,1434.0,55.93,2.8,30
2016,2.5,53.11,0.7,32.38,2649.0,69.43,3.47,30
2017,1.76,43.3,0.7,22.78,1864.0,60.71,3.04,30
2018,2.2,49.08,0.7,28.43,2326.0,65.84,3.29,30
2019,1.29,37.1,0.7,16.72,1368.0,55.2,2.76,30
2020,1.54,40.38,0.7,19.92,1630.0,58.11,2.91,30
2021,2.33,50.83,0.7,30.14,2466.0,67.4,3.37,30
2022,1.17,35.49,0.7,15.14,1239.0,53.77,2.69,30
2023,3.04,60.24,0.7,39.34,3219.0,75.77,3.79,30
2024,3.01,59.78,0.7,38.89,3182.0,75.36,3.77,30
2025,2.65,55.06,0.7,34.28,2805.0,71.17,3.56,30
2026,3.34,64.21,0.7,43.23,3537.0,79.3,3.97,30
2027,2.42,52.03,0.7,31.31,2562.0,68.47,3.42,30
2028,2.62,54.61,0.7,33.84,2769.0,70.77,3.54,30
2029,3.13,61.36,0.7,40.44,3309.0,76.77,3.84,30
2030,2.25,49.78,0.7,29.11,2382.0,66.47,3.32,30
2031,2.28,50.15,0.7,29.48,2412.0,66.8,3.34,30
2032,1.26,36.71,0.7,16.34,1337.0,54.86,2.74,30
2033,1.71,42.69,0.7,22.18,1815.0,60.17,3.01,30
2034,2.5,53.05,0.7,32.32,2644.0,69.38,3.47,30
2035,2.46,52.58,0.7,31.85,2606.0,68.96,3.45,30
2036,2.73,56.16,0.7,35.36,2893.0,72.14,3.61,30
2037,2.12,48.09,0.7,27.46,2247.0,64.97,3.25,30
2038,2.32,50.71,0.7,30.03,2457.0,67.3,3.37,30
2039,2.78,56.85,0.7,36.03,2948.0,72.76,3.64,30
2040,2.84,57.59,0.7,36.75,3007.0,73.41,3.67,30
2041,3.09,60.89,0.7,39.98,3271.0,76.34,3.82,30
2042,2.68,55.43,0.7,34.64,2834.0,71.49,3.57,30
2043,1.69,42.36,0.7,21.87,1789.0,59.88,2.99,30
2044,1.36,38.04,0.7,17.64,1443.0,56.03,2.8,30
2045,1.53,40.23,0.7,19.78,1618.0,57.98,2.9,30
2046,1.76,43.34,0.7,22.82,1867.0,60.74,3.04,30
2047,1.16,35.38,0.7,15.03,1230.0,53.67,2.68,30
2048,1.18,35.6,0.7,15.25,1248.0,53.87,2.69,30
2049,1.61,41.29,0.7,20.81,1703.0,58.92,2.95,30
2050,1.19,35.79,0.7,15.44,1263.0,54.03,2.7,30
2051,3.09,60.86,0.7,39.95,3269.0,76.32,3.82,30
2052,1.65,41.84,0.7,21.35,1747.0,59.41,2.97,30
2053,1.75,43.18,0.7,22.66,1854.0,60.6,3.03,30
2054,3.19,62.26,0.7,41.32,3381.0,77.57,3.88,30
2055,1.37,38.16,0.7,17.76,1453.0,56.14,2.81,30
2056,2.17,48.71,0.7,28.07,2297.0,65.52,3.28,30
2057,1.89,45.05,0.7,24.49,2004.0,62.27,3.11,30
2058,1.41,38.6,0.7,18.19,1488.0,56.53,2.83,30
2059,2.57,53.98,0.7,33.22,2718.0,70.2,3.51,30
2060,2.65,55.05,0.7,34.27,2804.0,71.16,3.56,30
2061,2.6,54.41,0.7,33.65,2753.0,70.59,3.53,30
2062,2.72,56.05,0.7,35.25,2884.0,72.04,3.6,30
2063,3.24,62.91,0.7,41.96,3433.0,78.14,3.91,30
2064,1.31,37.4,0.7,17.01,1392.0,55.47,2.77,30
2065,2.36,51.29,0.7,30.59,2503.0,67.81,3.39,30
2066,2.14,48.3,0.7,27.67,2264.0,65.16,3.26,30
2067,2.6,54.41,0.7,33.65,2753.0,70.59,3.53,30
2068,1.64,41.76,0.7,21.28,1741.0,59.34,2.97,30
2069,2.41,51.84,0.7,31.13,2547.0,68.3,3.42,30
2070,2.21,49.25,0.7,28.6,2340.0,66.0,3.3,30
2071,2.26,49.91,0.7,29.25,2393.0,66.59,3.33,30
2072,2.05,47.15,0.7,26.55,2172.0,64.13,3.21,30
2073,3.13,61.4,0.7,40.48,3312.0,76.8,3.84,30
2074,3.13,61.48,0.7,40.55,3318.0,76.87,3.84,30
2075,2.48,52.85,0.7,32.12,2628.0,69.2,3.46,30
2076,3.21,62.49,0.7,41.54,3399.0,77.77,3.89,30
2077,1.96,45.95,0.7,25.37,2076.0,63.07,3.15,30
2078,1.51,40.01,0.7,19.57,1601.0,57.79,2.89,30
2079,1.45,39.2,0.7,18.77,1536.0,57.07,2.85,30
2080,1.2,35.91,0.7,15.56,1273.0,54.14,2.71,30
2081,1.42,38.79,0.7,18.37,1503.0,56.7,2.84,30
2082,2.41,51.85,0.7,31.14,2548.0,68.31,3.42,30
2083,2.69,55.64,0.7,34.85,2851.0,71.68,3.58,30
2084,2.01,46.54,0.7,25.95,2123.0,63.59,3.18,30
2085,2.17,48.74,0.7,28.1,2299.0,65.54,3.28,30
2086,3.26,63.13,0.7,42.17,3450.0,78.33,3.92,30
2087,3.07,60.65,0.7,39.75,3252.0,76.13,3.81,30
2088,1.19,35.69,0.7,15.34,1255.0,53.94,2.7,30
2089,2.71,55.84,0.7,35.04,2867.0,71.86,3.59,30
2090,2.01,46.61,0.7,26.02,2129.0,63.66,3.18,30
2091,2.12,48.06,0.7,27.44,2245.0,64.94,3.25,30
2092,1.3,37.24,0.7,16.85,1379.0,55.32,2.77,30
2093,3.25,63.06,0.7,42.11,3445.0,78.28,3.91,30
2094,2.92,58.61,0.7,37.75,3089.0,74.32,3.72,30
2095,1.77,43.45,0.7,22.93,1876.0,60.84,3.04,30
2096,2.66,55.25,0.7,34.47,2820.0,71.33,3.57,30
2097,1.51,39.99,0.7,19.54,1599.0,57.77,2.89,30
2098,2.26,49.85,0.7,29.19,2388.0,66.53,3.33,30
2099,1.65,41.85,0.7,21.36,1748.0,59.42,2.97,30
2100,1.18,35.63,0.7,15.28,1250.0,53.89,2.69,30
2101,1.81,43.93,0.7,23.39,1914.0,61.27,3.06,30
2102,3.11,61.14,0.7,40.22,3291.0,76.57,3.83,30
2103,2.17,48.73,0.7,28.09,2298.0,65.53,3.28,30
2104,2.27,50.1,0.7,29.43,2408.0,66.76,3.34,30
2105,1.61,41.34,0.7,20.86,1707.0,58.97,2.95,30
2106,1.28,36.89,0.7,16.51,1351.0,55.01,2.75,30
2107,1.17,35.54,0.7,15.19,1243.0,53.81,2.69,30
2108,1.68,42.25,0.7,21.76,1780.0,59.78,2.99,30
2109,2.15,48.51,0.7,27.88,2281.0,65.34,3.27,30
2110,2.79,56.96,0.7,36.14,2957.0,72.86,3.64,30
2111,2.45,52.45,0.7,31.73,2596.0,68.84,3.44,30
2112,1.97,46.11,0.7,25.53,2089.0,63.21,3.16,30
2113,2.24,49.66,0.7,29.0,2373.0,66.37,3.32,30
2114,2.96,59.18,0.7,38.3,3134.0,74.82,3.74,30
2115,2.58,54.19,0.7,33.43,2735.0,70.39,3.52,30
2116,2.31,50.51,0.7,29.83,2441.0,67.12,3.36,30
2117,2.54,53.59,0.7,32.84,2687.0,69.86,3.49,30
2118,1.9,45.13,0.7,24.57,2010.0,62.33,3.12,30
2119,3.24,62.84,0.7,41.89,3427.0,78.08,3.9,30
2120,2.6,54.46,0.7,33.7,2757.0,70.63,3.53,30
2121,1.24,36.35,0.7,15.99,1308.0,54.53,2.73,30
2122,3.08,60.71,0.7,39.81,3257.0,76.19,3.81,30
2123,1.6,41.13,0.7,20.66,1690.0,58.78,2.94,30
2124,3.26,63.14,0.7,42.18,3451.0,78.34,3.92,30
2125,1.47,39.51,0.7,19.08,1561.0,57.34,2.87,30
2126,3.23,62.73,0.7,41.78,3418.0,77.98,3.9,30
2127,2.62,54.7,0.7,33.93,2776.0,70.84,3.54,30
2128,1.46,39.31,0.7,18.88,1545.0,57.17,2.86,30
2129,2.88,58.1,0.7,37.25,3048.0,73.87,3.69,30
2130,1.52,40.11,0.7,19.67,1609.0,57.88,2.89,30
2131,3.34,64.19,0.7,43.21,3535.0,79.28,3.96,30
2132,2.45,52.41,0.7,31.69,2593.0,68.81,3.44,30
2133,2.7,55.71,0.7,34.92,2857.0,71.74,3.59,30
2134,2.56,53.85,0.7,33.1,2708.0,70.09,3.5,30
2135,3.34,64.16,0.7,43.18,3533.0,79.26,3.96,30
2136,1.38,38.28,0.7,17.87,1462.0,56.24,2.81,30
2137,1.52,40.08,0.7,19.63,1606.0,57.84,2.89,30
2138,2.24,49.66,0.7,29.0,2373.0,66.37,3.32,30
2139,2.84,57.58,0.7,36.74,3006.0,73.4,3.67,30
2140,1.98,46.18,0.7,25.59,2094.0,63.27,3.16,30
2141,3.12,61.3,0.7,40.38,3304.0,76.71,3.84,30
2142,2.44,52.24,0.7,31.52,2579.0,68.66,3.43,30
2143,1.83,44.28,0.7,23.74,1942.0,61.58,3.08,30
2144,2.72,56.05,0.7,35.25,2884.0,72.04,3.6,30
2145,3.23,62.8,0.7,41.85,3424.0,78.04,3.9,30
2146,3.0,59.76,0.7,38.88,3181.0,75.34,3.77,30
2147,1.71,42.69,0.7,22.18,1815.0,60.17,3.01,30
2148,3.36,64.44,0.7,43.45,3555.0,79.5,3.98,30
2149,2.13,48.15,0.7,27.52,2252.0,65.02,3.25,30
2150,3.3,63.64,0.7,42.67,3491.0,78.79,3.94,30
2151,3.07,60.6,0.7,39.7,3248.0,76.09,3.8,30
2152,2.84,57.55,0.7,36.72,3004.0,73.38,3.67,30
2153,1.52,40.14,0.7,19.69,1611.0,57.9,2.9,30
2154,2.58,54.11,0.7,33.35,2729.0,70.32,3.52,30
2155,2.33,50.89,0.7,30.2,2471.0,67.46,3.37,30
2156,2.79,56.98,0.7,36.15,2958.0,72.87,3.64,30
2157,1.8,43.78,0.7,23.25,1902.0,61.13,3.06,30
2158,2.19,49.0,0.7,28.36,2320.0,65.78,3.29,30
2159,2.83,57.41,0.7,36.58,2993.0,73.26,3.66,30
2160,1.54,40.34,0.7,19.89,1627.0,58.08,2.9,30
2161,2.02,46.76,0.7,26.17,2141.0,63.79,3.19,30
2162,3.15,61.74,0.7,40.81,3339.0,77.1,3.86,30
2163,2.0,46.51,0.7,25.92,2121.0,63.57,3.18,30
2164,1.78,43.6,0.7,23.08,1888.0,60.98,3.05,30
2165,2.67,55.28,0.7,34.49,2822.0,71.36,3.57,30
2166,2.76,56.53,0.7,35.71,2922.0,72.47,3.62,30
2167,2.29,50.36,0.7,29.69,2429.0,66.99,3.35,30
2168,2.87,58.03,0.7,37.18,3042.0,73.8,3.69,30
2169,1.78,43.55,0.7,23.03,1884.0,60.93,3.05,30
2170,2.76,56.58,0.7,35.76,2926.0,72.51,3.63,30
2171,1.58,40.89,0.7,20.42,1671.0,58.57,2.93,30
2172,1.36,38.04,0.7,17.64,1443.0,56.03,2.8,30
2173,3.19,62.19,0.7,41.25,3375.0,77.5,3.88,30
2174,3.26,63.2,0.7,42.24,3456.0,78.4,3.92,30
2175,1.61,41.3,0.7,20.83,1704.0,58.93,2.95,30
2176,1.57,40.75,0.7,20.29,1660.0,58.44,2.92,30
2177,1.23,36.24,0.7,15.88,1299.0,54.43,2.72,30
2178,2.0,46.53,0.7,25.94,2122.0,63.58,3.18,30
2179,2.36,51.25,0.7,30.56,2500.0,67.78,3.39,30
2180,1.7,42.5,0.7,22.0,1800.0,60.0,3.0,30
2181,1.69,42.41,0.7,21.91,1793.0,59.92,3.0,30
2182,1.3,37.15,0.7,16.77,1372.0,55.24,2.76,30
2183,1.29,37.1,0.7,16.72,1368.0,55.2,2.76,30
2184,1.99,46.36,0.7,25.78,2109.0,63.43,3.17,30
2185,2.3,50.48,0.7,29.8,2438.0,67.09,3.35,30
2186,2.25,49.79,0.7,29.13,2383.0,66.48,3.32,30
2187,1.84,44.3,0.7,23.76,1944.0,61.6,3.08,30
2188,1.85,44.51,0.7,23.97,1961.0,61.79,3.09,30
2189,1.28,36.88,0.7,16.5,1350.0,55.0,2.75,30
2190,2.37,51.31,0.7,30.62,2505.0,67.83,3.39,30
2191,2.71,55.84,0.7,35.04,2867.0,71.86,3.59,30
2192,2.45,52.45,0.7,31.73,2596.0,68.84,3.44,30
2193,1.39,38.45,0.7,18.04,1476.0,56.4,2.82,30
2194,1.95,45.85,0.7,25.28,2068.0,62.98,3.15,30
2195,1.79,43.65,0.7,23.12,1892.0,61.02,3.05,30
2196,3.34,64.19,0.7,43.21,3535.0,79.28,3.96,30
2197,2.16,48.58,0.7,27.94,2286.0,65.4,3.27,30
2198,2.72,56.0,0.7,35.2,2880.0,72.0,3.6,30
2199,2.15,48.4,0.7,27.77,2272.0,65.24,3.26,30
2200,1.82,44.08,0.7,23.54,1926.0,61.4,3.07,30
2201,3.34,64.16,0.7,43.18,3533.0,79.26,3.96,30
2202,2.26,49.86,0.7,29.2,2389.0,66.54,3.33,30
2203,2.36,51.2,0.7,30.51,2496.0,67.73,3.39,30
2204,1.91,45.31,0.7,24.75,2025.0,62.5,3.13,30
2205,3.2,62.39,0.7,41.45,3391.0,77.68,3.88,30
2206,1.53,40.2,0.7,19.75,1616.0,57.96,2.9,30
2207,1.73,42.91,0.7,22.4,1833.0,60.37,3.02,30
2208,1.94,45.73,0.7,25.15,2058.0,62.87,3.14,30
2209,2.35,51.1,0.7,30.41,2488.0,67.64,3.38,30
2210,1.27,36.86,0.7,16.49,1349.0,54.99,2.75,30
2211,1.96,45.98,0.7,25.4,2078.0,63.09,3.15,30
2212,1.22,36.11,0.7,15.75,1289.0,54.32,2.72,30
2213,2.47,52.63,0.7,31.9,2610.0,69.0,3.45,30
2214,1.52,40.14,0.7,19.69,1611.0,57.9,2.9,30
2215,2.71,55.81,0.7,35.02,2865.0,71.83,3.59,30
2216,3.33,64.03,0.7,43.05,3522.0,79.13,3.96,30
2217,1.6,41.13,0.7,20.66,1690.0,58.78,2.94,30
2218,2.75,56.36,0.7,35.55,2909.0,72.32,3.62,30
2219,2.07,47.43,0.7,26.82,2194.0,64.38,3.22,30
2220,2.49,52.98,0.7,32.24,2638.0,69.31,3.47,30
2221,2.66,55.24,0.7,34.45,2819.0,71.32,3.57,30
2222,2.92,58.69,0.7,37.83,3095.0,74.39,3.72,30
2223,1.21,35.99,0.7,15.63,1279.0,54.21,2.71,30
2224,2.76,56.55,0.7,35.74,2924.0,72.49,3.62,30
2225,2.95,59.06,0.7,38.19,3125.0,74.72,3.74,30
2226,1.81,43.9,0.7,23.37,1912.0,61.24,3.06,30
2227,2.0,46.48,0.7,25.89,2118.0,63.53,3.18,30
2228,1.7,42.51,0.7,22.01,1801.0,60.01,3.0,30
2229,2.3,50.39,0.7,29.71,2431.0,67.01,3.35,30
2230,2.85,57.75,0.7,36.91,3020.0,73.56,3.68,30
2231,2.59,54.23,0.7,33.46,2738.0,70.42,3.52,30
2232,1.47,39.41,0.7,18.98,1553.0,57.26,2.86,30
2233,2.28,50.13,0.7,29.46,2410.0,66.78,3.34,30
2234,3.3,63.65,0.7,42.68,3492.0,78.8,3.94,30
2235,1.69,42.41,0.7,21.91,1793.0,59.92,3.0,30
2236,2.3,50.44,0.7,29.76,2435.0,67.06,3.35,30
2237,2.89,58.31,0.7,37.46,3065.0,74.06,3.7,30
2238,1.46,39.33,0.7,18.9,1546.0,57.18,2.86,30
2239,1.35,37.93,0.7,17.53,1434.0,55.93,2.8,30
2240,1.41,38.65,0.7,18.24,1492.0,56.58,2.83,30
2241,1.38,38.2,0.7,17.8,1456.0,56.18,2.81,30
2242,1.68,42.19,0.7,21.69,1775.0,59.72,2.99,30
2243,3.03,60.13,0.7,39.23,3210.0,75.67,3.78,30
2244,2.44,52.31,0.7,31.59,2585.0,68.72,3.44,30
2245,3.3,63.63,0.7,42.66,3490.0,78.78,3.94,30
2246,1.2,35.83,0.7,15.47,1266.0,54.07,2.7,30
2247,2.72,56.05,0.7,35.25,2884.0,72.04,3.6,30
2248,1.47,39.44,0.7,19.01,1555.0,57.28,2.86,30
2249,2.33,50.89,0.7,30.2,2471.0,67.46,3.37,30
2250,2.99,59.64,0.7,38.76,3171.0,75.23,3.76,30
2251,2.03,46.9,0.7,26.3,2152.0,63.91,3.2,30
2252,1.94,45.66,0.7,25.09,2053.0,62.81,3.14,30
2253,2.67,55.34,0.7,34.55,2827.0,71.41,3.57,30
2254,3.34,64.19,0.7,43.21,3535.0,79.28,3.96,30
2255,2.97,59.31,0.7,38.44,3145.0,74.94,3.75,30
2256,3.2,62.38,0.7,41.43,3390.0,77.67,3.88,30
2257,1.51,39.99,0.7,19.54,1599.0,57.77,2.89,30
2258,1.29,37.03,0.7,16.65,1362.0,55.13,2.76,30
2259,1.99,46.38,0.7,25.79,2110.0,63.44,3.17,30
2260,1.53,40.24,0.7,19.79,1619.0,57.99,2.9,30
2261,1.9,45.18,0.7,24.62,2014.0,62.38,3.12,30
2262,1.4,38.48,0.7,18.06,1478.0,56.42,2.82,30
2263,2.6,54.41,0.7,33.65,2753.0,70.59,3.53,30
2264,1.5,39.89,0.7,19.45,1591.0,57.68,2.88,30
2265,1.97,46.11,0.7,25.53,2089.0,63.21,3.16,30
2266,2.22,49.41,0.7,28.76,2353.0,66.14,3.31,30
2267,1.98,46.26,0.7,25.68,2101.0,63.34,3.17,30
2268,2.04,46.95,0.7,26.35,2156.0,63.96,3.2,30
2269,1.34,37.69,0.7,17.29,1415.0,55.72,2.79,30
2270,2.53,53.49,0.7,32.74,2679.0,69.77,3.49,30
2271,3.17,62.01,0.7,41.08,3361.0,77.34,3.87,30
2272,2.52,53.36,0.7,32.62,2669.0,69.66,3.48,30
2273,3.02,59.94,0.7,39.05,3195.0,75.5,3.78,30
2274,3.2,62.39,0.7,41.45,3391.0,77.68,3.88,30
2275,2.21,49.21,0.7,28.56,2337.0,65.97,3.3,30
2276,1.39,38.46,0.7,18.05,1477.0,56.41,2.82,30
2277,1.97,46.14,0.7,25.56,2091.0,63.23,3.16,30
2278,2.6,54.36,0.7,33.6,2749.0,70.54,3.53,30
2279,2.12,48.01,0.7,27.39,2241.0,64.9,3.25,30
2280,1.13,35.01,0.7,14.68,1201.0,53.34,2.67,30
2281,1.91,45.25,0.7,24.69,2020.0,62.44,3.12,30
